"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"21.04.1988","8,811","8,811","8,811","8,811","-0,17%"
"20.04.1988","8,826","8,826","8,826","8,826","0,17%"
"19.04.1988","8,811","8,811","8,811","8,811","0,17%"
"18.04.1988","8,796","8,796","8,796","8,796","0,62%"
"15.04.1988","8,742","8,742","8,742","8,742","0,74%"
"14.04.1988","8,678","8,678","8,678","8,678","1,54%"
"13.04.1988","8,546","8,546","8,546","8,546","-0,22%"
"12.04.1988","8,565","8,565","8,565","8,565","-0,17%"
"11.04.1988","8,580","8,580","8,580","8,580","0,80%"
"08.04.1988","8,512","8,512","8,512","8,512","-1,01%"
"07.04.1988","8,599","8,599","8,599","8,599","0,00%"
"06.04.1988","8,599","8,599","8,599","8,599","-0,84%"
"05.04.1988","8,672","8,672","8,672","8,672","0,06%"
"04.04.1988","8,667","8,667","8,667","8,667","1,14%"
"31.03.1988","8,569","8,569","8,569","8,569","0,00%"
"30.03.1988","8,569","8,569","8,569","8,569","0,28%"
"29.03.1988","8,545","8,545","8,545","8,545","-0,18%"
"28.03.1988","8,560","8,560","8,560","8,560","1,09%"
"25.03.1988","8,468","8,468","8,468","8,468","-0,40%"
"24.03.1988","8,502","8,502","8,502","8,502","0,46%"
"23.03.1988","8,463","8,463","8,463","8,463","0,06%"
"22.03.1988","8,458","8,458","8,458","8,458","0,00%"
"21.03.1988","8,458","8,458","8,458","8,458","0,68%"
"18.03.1988","8,401","8,401","8,401","8,401","1,25%"
"17.03.1988","8,297","8,297","8,297","8,297","-0,79%"
"16.03.1988","8,363","8,363","8,363","8,363","0,80%"
"15.03.1988","8,297","8,297","8,297","8,297","0,06%"
"14.03.1988","8,292","8,292","8,292","8,292","0,00%"
"11.03.1988","8,292","8,292","8,292","8,292","-0,68%"
"10.03.1988","8,349","8,349","8,349","8,349","0,46%"
"09.03.1988","8,311","8,311","8,311","8,311","-0,29%"
"08.03.1988","8,335","8,335","8,335","8,335","0,23%"
"07.03.1988","8,316","8,316","8,316","8,316","0,40%"
"04.03.1988","8,283","8,283","8,283","8,283","1,96%"
"03.03.1988","8,124","8,124","8,124","8,124","0,00%"
"02.03.1988","8,124","8,124","8,124","8,124","-0,34%"
"01.03.1988","8,152","8,152","8,152","8,152","0,00%"
"29.02.1988","8,152","8,152","8,152","8,152","-0,34%"
"26.02.1988","8,180","8,180","8,180","8,180","-0,40%"
"25.02.1988","8,213","8,213","8,213","8,213","0,46%"
"24.02.1988","8,175","8,175","8,175","8,175","0,05%"
"23.02.1988","8,171","8,171","8,171","8,171","-0,90%"
"22.02.1988","8,245","8,245","8,245","8,245","-0,46%"
"19.02.1988","8,283","8,283","8,283","8,283","0,00%"
"18.02.1988","8,283","8,283","8,283","8,283","-0,34%"
"17.02.1988","8,311","8,311","8,311","8,311","0,00%"
"16.02.1988","8,311","8,311","8,311","8,311","0,34%"
"12.02.1988","8,283","8,283","8,283","8,283","1,48%"
"11.02.1988","8,162","8,162","8,162","8,162","0,68%"
"10.02.1988","8,107","8,107","8,107","8,107","-0,67%"
"09.02.1988","8,162","8,162","8,162","8,162","-0,34%"
"08.02.1988","8,190","8,190","8,190","8,190","0,86%"
"05.02.1988","8,120","8,120","8,120","8,120","-1,41%"
"04.02.1988","8,236","8,236","8,236","8,236","-0,21%"
"03.02.1988","8,253","8,253","8,253","8,253","0,83%"
"02.02.1988","8,185","8,185","8,185","8,185","-1,05%"
"01.02.1988","8,272","8,272","8,272","8,272","0,00%"
"29.01.1988","8,272","8,272","8,272","8,272","-0,78%"
"28.01.1988","8,337","8,337","8,337","8,337","-0,39%"
"27.01.1988","8,370","8,370","8,370","8,370","-2,01%"
"26.01.1988","8,542","8,542","8,542","8,542","1,16%"
"25.01.1988","8,444","8,444","8,444","8,444","-0,39%"
"22.01.1988","8,477","8,477","8,477","8,477","-0,61%"
"21.01.1988","8,529","8,529","8,529","8,529","-0,81%"
"20.01.1988","8,599","8,599","8,599","8,599","-0,34%"
"19.01.1988","8,628","8,628","8,628","8,628","0,38%"
"15.01.1988","8,595","8,595","8,595","8,595","-3,07%"
"14.01.1988","8,867","8,867","8,867","8,867","0,00%"
"13.01.1988","8,867","8,867","8,867","8,867","-0,76%"
"12.01.1988","8,935","8,935","8,935","8,935","0,00%"
"11.01.1988","8,935","8,935","8,935","8,935","-0,27%"
"08.01.1988","8,959","8,959","8,959","8,959","1,43%"
"07.01.1988","8,833","8,833","8,833","8,833","0,27%"
"06.01.1988","8,809","8,809","8,809","8,809","0,59%"
"05.01.1988","8,757","8,757","8,757","8,757","-0,70%"
"04.01.1988","8,819","8,819","8,819","8,819","-0,17%"
"31.12.1987","8,834","8,834","8,834","8,834","0,72%"
"30.12.1987","8,771","8,771","8,771","8,771","-0,98%"
"29.12.1987","8,858","8,858","8,858","8,858","-0,59%"
"28.12.1987","8,911","8,911","8,911","8,911","0,99%"
"24.12.1987","8,824","8,824","8,824","8,824","-0,01%"
"23.12.1987","8,825","8,825","8,825","8,825","-1,34%"
"22.12.1987","8,945","8,945","8,945","8,945","0,71%"
"21.12.1987","8,882","8,882","8,882","8,882","0,10%"
"18.12.1987","8,873","8,873","8,873","8,873","-1,72%"
"17.12.1987","9,028","9,028","9,028","9,028","0,33%"
"16.12.1987","8,998","8,998","8,998","8,998","-0,97%"
"15.12.1987","9,086","9,086","9,086","9,086","-1,97%"
"14.12.1987","9,269","9,269","9,269","9,269","0,00%"
"11.12.1987","9,269","9,269","9,269","9,269","0,38%"
"10.12.1987","9,234","9,234","9,234","9,234","1,95%"
"09.12.1987","9,057","9,057","9,057","9,057","-0,28%"
"08.12.1987","9,082","9,082","9,082","9,082","0,06%"
"07.12.1987","9,077","9,077","9,077","9,077","1,52%"
"04.12.1987","8,941","8,941","8,941","8,941","0,00%"
"03.12.1987","8,941","8,941","8,941","8,941","-0,64%"
"02.12.1987","8,999","8,999","8,999","8,999","-0,17%"
"01.12.1987","9,014","9,014","9,014","9,014","0,28%"
"30.11.1987","8,989","8,989","8,989","8,989","-0,97%"
"27.11.1987","9,077","9,077","9,077","9,077","1,29%"
"25.11.1987","8,961","8,961","8,961","8,961","0,76%"
"24.11.1987","8,893","8,893","8,893","8,893","1,02%"
"23.11.1987","8,803","8,803","8,803","8,803","0,11%"
"20.11.1987","8,793","8,793","8,793","8,793","-0,27%"
"19.11.1987","8,817","8,817","8,817","8,817","-0,27%"
"18.11.1987","8,841","8,841","8,841","8,841","-0,11%"
"17.11.1987","8,851","8,851","8,851","8,851","0,37%"
"16.11.1987","8,818","8,818","8,818","8,818","-0,43%"
"13.11.1987","8,856","8,856","8,856","8,856","0,65%"
"12.11.1987","8,799","8,799","8,799","8,799","0,22%"
"10.11.1987","8,780","8,780","8,780","8,780","0,00%"
"09.11.1987","8,780","8,780","8,780","8,780","0,06%"
"06.11.1987","8,775","8,775","8,775","8,775","0,60%"
"05.11.1987","8,723","8,723","8,723","8,723","-0,86%"
"30.10.1987","8,799","8,799","8,799","8,799","-1,27%"
"29.10.1987","8,912","8,912","8,912","8,912","-1,04%"
"28.10.1987","9,006","9,006","9,006","9,006","0,94%"
"27.10.1987","8,922","8,922","8,922","8,922","1,55%"
"26.10.1987","8,786","8,786","8,786","8,786","-2,17%"
"23.10.1987","8,981","8,981","8,981","8,981","0,00%"
"22.10.1987","8,981","8,981","8,981","8,981","-3,65%"
"21.10.1987","9,321","9,321","9,321","9,321","-8,81%"
"19.10.1987","10,222","10,222","10,222","10,222","0,00%"
"16.10.1987","10,222","10,222","10,222","10,222","0,32%"
"15.10.1987","10,189","10,189","10,189","10,189","0,65%"
"14.10.1987","10,123","10,123","10,123","10,123","2,28%"
"13.10.1987","9,897","9,897","9,897","9,897","-0,43%"
"09.10.1987","9,940","9,940","9,940","9,940","0,77%"
"08.10.1987","9,864","9,864","9,864","9,864","1,36%"
"07.10.1987","9,732","9,732","9,732","9,732","0,00%"
"06.10.1987","9,732","9,732","9,732","9,732","0,82%"
"05.10.1987","9,653","9,653","9,653","9,653","0,65%"
"02.10.1987","9,591","9,591","9,591","9,591","-0,75%"
"01.10.1987","9,663","9,663","9,663","9,663","0,27%"
"30.09.1987","9,637","9,637","9,637","9,637","0,05%"
"29.09.1987","9,632","9,632","9,632","9,632","1,30%"
"28.09.1987","9,508","9,508","9,508","9,508","0,06%"
"25.09.1987","9,502","9,502","9,502","9,502","0,00%"
"24.09.1987","9,502","9,502","9,502","9,502","1,14%"
"23.09.1987","9,395","9,395","9,395","9,395","0,33%"
"22.09.1987","9,364","9,364","9,364","9,364","-0,16%"
"21.09.1987","9,379","9,379","9,379","9,379","0,00%"
"18.09.1987","9,379","9,379","9,379","9,379","-1,08%"
"17.09.1987","9,481","9,481","9,481","9,481","-0,48%"
"16.09.1987","9,527","9,527","9,527","9,527","0,87%"
"15.09.1987","9,445","9,445","9,445","9,445","1,15%"
"14.09.1987","9,338","9,338","9,338","9,338","0,11%"
"11.09.1987","9,328","9,328","9,328","9,328","-1,02%"
"10.09.1987","9,424","9,424","9,424","9,424","-0,97%"
"09.09.1987","9,516","9,516","9,516","9,516","0,00%"
"08.09.1987","9,516","9,516","9,516","9,516","2,29%"
"04.09.1987","9,303","9,303","9,303","9,303","0,17%"
"03.09.1987","9,287","9,287","9,287","9,287","0,43%"
"02.09.1987","9,247","9,247","9,247","9,247","2,24%"
"01.09.1987","9,044","9,044","9,044","9,044","0,82%"
"31.08.1987","8,970","8,970","8,970","8,970","-0,43%"
"28.08.1987","9,009","9,009","9,009","9,009","1,09%"
"27.08.1987","8,912","8,912","8,912","8,912","1,43%"
"26.08.1987","8,786","8,786","8,786","8,786","0,60%"
"25.08.1987","8,734","8,734","8,734","8,734","-0,59%"
